time/iterations,time/total_timesteps,train/reward,time/fps,time/time_elapsed,train/loss,train/approx_kl,train/std,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/clip_range,train/value_loss
23,47104,-0.59541976,926,50,46.84077835083008,0.006671129,1.0118091106414795,-0.01046248227939941,0.066650390625,0.28071796894073486,220,-7.15400142967701,0.00025,0.2,127.68300149440765
24,49152,0.0,928,52,62.57884979248047,0.0044001616,1.0126116275787354,-0.00855853756365832,0.02646484375,0.35497385263442993,230,-7.154954716563225,0.00025,0.2,106.35960561037064
25,51200,0.2537605,929,55,11.961228370666504,0.010175631,1.0159196853637695,-0.012809930680668912,0.08974609375,0.5427780747413635,240,-7.166098982095718,0.00025,0.2,22.398495864868163
26,53248,-0.3298189,926,57,12.515156745910645,0.012368565,1.0185915231704712,-0.014171721899765543,0.12578125,0.4370056986808777,250,-7.180828282237053,0.00025,0.2,43.3954953789711
27,55296,-1.2134823,923,59,42.8738899230957,0.010593632,1.0173736810684204,-0.007461409331881441,0.099267578125,0.388802707195282,260,-7.185086059570312,0.00025,0.2,69.6377021253109
28,57344,-0.4553537,921,62,14.611698150634766,0.0069363164,1.0173728466033936,-0.013905915126088075,0.068017578125,0.4296102523803711,270,-7.1813783049583435,0.00025,0.2,63.76079528331756
29,59392,-2.4742324,922,64,26.197450637817383,0.0094139725,1.0149747133255005,-0.009936707647284493,0.093115234375,0.5076948404312134,280,-7.174263295531273,0.00025,0.2,43.07335135936737
30,61440,0.028637342,922,66,7.571500301361084,0.014731728,1.0140066146850586,-0.008832292884471826,0.1603515625,0.6447241604328156,290,-7.166594758629799,0.00025,0.2,15.217389917373657
31,63488,-0.00514453,921,68,4.707143306732178,0.018342998,1.0198389291763306,-0.0006691260728985071,0.201806640625,0.7093895673751831,300,-7.178566461801529,0.00025,0.2,10.403737589716911
32,65536,1.1076123,920,71,17.289981842041016,0.011187568,1.0186564922332764,-0.011489175658789463,0.1078125,0.524475634098053,310,-7.1907364338636395,0.00025,0.2,30.81068731546402
33,67584,1.7520416,920,73,14.623602867126465,0.009333987,1.0189425945281982,-0.010455262634786777,0.088818359375,0.5285718441009521,320,-7.18897844851017,0.00025,0.2,31.553921788930893
34,69632,0.13923353,917,75,11.867738723754883,0.008453701,1.0194770097732544,-0.010759629933454562,0.073193359375,0.5006137192249298,330,-7.191279393434525,0.00025,0.2,41.6488341152668
35,71680,0.6141261,918,78,24.81244468688965,0.012390849,1.02267324924469,-0.009977477756910958,0.10888671875,0.5692369341850281,340,-7.198628485202789,0.00025,0.2,26.694828861951827
36,73728,-0.4646751,920,80,50.947322845458984,0.0077562844,1.0246468782424927,-0.010611745133064687,0.0841796875,0.5298219919204712,350,-7.21289342045784,0.00025,0.2,53.893696057796475
37,75776,-0.2555759,922,82,8.02957534790039,0.014109565,1.024606704711914,-0.0068747966972296124,0.1076171875,0.5989541113376617,360,-7.214291948080063,0.00025,0.2,20.539582198858263
38,77824,-0.749702,923,84,16.995676040649414,0.012406473,1.0284640789031982,-0.010417738318210468,0.1162109375,0.4758857488632202,370,-7.225306543707847,0.00025,0.2,51.31317442655563
39,79872,-0.21257938,923,86,82.8268814086914,0.0059118243,1.0272023677825928,-0.009350099790026434,0.056689453125,0.42917728424072266,380,-7.231846162676812,0.00025,0.2,108.09916484355927
40,81920,-0.018576829,923,88,15.147068977355957,0.009484081,1.0279260873794556,-0.010693455317232292,0.075341796875,0.610948771238327,390,-7.230239346623421,0.00025,0.2,29.31393406391144
41,83968,-0.58082896,923,90,54.89315414428711,0.013597409,1.0303694009780884,-0.011650972458301111,0.101904296875,0.5748870670795441,400,-7.238188713788986,0.00025,0.2,64.83062608242035
42,86016,-0.09507026,926,92,23.352693557739258,0.013719292,1.0313326120376587,-0.009144973318325356,0.12890625,0.5939431488513947,410,-7.246047264337539,0.00025,0.2,44.01674387454987
43,88064,0.8134888,925,95,25.21512222290039,0.012623065,1.0330791473388672,-0.004438560010748915,0.106005859375,0.5719422399997711,420,-7.2521268129348755,0.00025,0.2,38.54027234315872
44,90112,0.34826517,926,97,17.247007369995117,0.015300596,1.036063313484192,-0.008658978962921537,0.168408203125,0.571480393409729,430,-7.263919967412948,0.00025,0.2,51.71159774661064
45,92160,-0.055855993,925,99,6.402453422546387,0.01996381,1.0446970462799072,-0.010195854050107301,0.147265625,0.7673555314540863,440,-7.292985022068024,0.00025,0.2,15.29569415152073
46,94208,0.06816027,926,101,11.282033920288086,0.015353803,1.048974871635437,-0.011850904530729168,0.137744140625,0.7162949442863464,450,-7.321781596541404,0.00025,0.2,28.030647671222688
47,96256,0.48148206,928,103,4.814077377319336,0.016881743,1.0490717887878418,-0.007030913786729797,0.1775390625,0.6612669825553894,460,-7.33749842941761,0.00025,0.2,20.773224848508836
48,98304,-0.2851697,928,105,10.888206481933594,0.021168513,1.0468826293945312,-0.004413557839870919,0.182275390625,0.6736940145492554,470,-7.328776317834854,0.00025,0.2,17.009815788269044
49,100352,-0.12307031,915,109,11.373939514160156,0.015205532,1.0470373630523682,-0.009518311527790502,0.138037109375,0.6405224204063416,480,-7.322216990590095,0.00025,0.2,29.735065245628356
50,102400,-0.027963204,915,111,6.321394443511963,0.018472217,1.0517828464508057,-0.01097280575777404,0.15615234375,0.7431309819221497,490,-7.333824867010117,0.00025,0.2,10.890055319666862
51,104448,-0.6877651,916,114,10.60952091217041,0.012036365,1.054516077041626,-0.009670572995673865,0.12373046875,0.7360628545284271,500,-7.352475544810295,0.00025,0.2,18.077005741000175
52,106496,-0.049200807,916,116,14.71228313446045,0.0109395515,1.0567140579223633,-0.009452732003410347,0.10810546875,0.652639627456665,510,-7.36539160311222,0.00025,0.2,29.14145138859749
53,108544,0.10675292,917,118,19.550830841064453,0.01515811,1.0522195100784302,-0.011896736317430623,0.131298828125,0.5957643389701843,520,-7.359548926353455,0.00025,0.2,44.19630237817764
54,110592,0.58955103,919,120,9.352278709411621,0.0140133,1.056456446647644,-0.009611749916803091,0.158349609375,0.6728636026382446,530,-7.355145978927612,0.00025,0.2,21.48580595254898
55,112640,-0.14613008,919,122,8.855396270751953,0.0131820915,1.0586116313934326,-0.010976911964826285,0.12685546875,0.6977103054523468,540,-7.372826632857323,0.00025,0.2,18.096154603362084
56,114688,0.43460113,921,124,5.114418029785156,0.011607062,1.0595905780792236,-0.007731634774245322,0.116162109375,0.7212437391281128,550,-7.380372276902198,0.00025,0.2,27.112485784292222
57,116736,0.6259763,922,126,5.149692535400391,0.01961926,1.0637130737304688,-0.00639475847419817,0.163916015625,0.799563080072403,560,-7.391648468375206,0.00025,0.2,16.341845393180847
58,118784,0.71482724,922,128,10.563687324523926,0.017862882,1.0653120279312134,-0.01005754582292866,0.152490234375,0.757110983133316,570,-7.405355286598206,0.00025,0.2,24.926725828647612
59,120832,0.91974866,924,130,7.0096635818481445,0.01466868,1.0650367736816406,-0.008478391871904023,0.10927734375,0.7591623812913895,580,-7.409951177239418,0.00025,0.2,23.366547334194184
60,122880,-0.18824111,925,132,10.08594799041748,0.01628328,1.0672786235809326,-0.010728676788858138,0.141357421875,0.7087729871273041,590,-7.412495234608651,0.00025,0.2,18.56754588484764
61,124928,-1.7492952,926,134,6.520809650421143,0.012855472,1.0687249898910522,-0.007722040626686066,0.135546875,0.760454535484314,600,-7.422433379292488,0.00025,0.2,16.69822093248367
62,126976,-1.8447483,927,136,6.22046422958374,0.015704755,1.0721044540405273,-0.013723424985073507,0.147265625,0.7624855041503906,610,-7.433879142999649,0.00025,0.2,21.355277907848357
63,129024,0.91457987,927,139,18.11153221130371,0.013385972,1.0713415145874023,-0.008737845427822322,0.1068359375,0.6587882936000824,620,-7.438019663095474,0.00025,0.2,38.663455098867416
64,131072,0.29098368,928,141,9.54309368133545,0.014589728,1.0737067461013794,-0.012674386717844755,0.164501953125,0.7013660371303558,630,-7.443610480427742,0.00025,0.2,19.462517046928404
65,133120,-0.40836018,928,143,10.320106506347656,0.014765006,1.0747861862182617,-0.00997507299471181,0.150341796875,0.698900431394577,640,-7.449187982082367,0.00025,0.2,25.292226123809815
66,135168,1.6248386,928,145,10.919134140014648,0.017610194,1.077699899673462,-0.0021842376416316258,0.14970703125,0.7403937578201294,650,-7.456516534090042,0.00025,0.2,23.144707447290422
67,137216,0.062411156,930,147,9.08837604522705,0.0131575335,1.0781474113464355,-0.009983900969382375,0.142919921875,0.7624455541372299,660,-7.465398159623146,0.00025,0.2,22.40967450141907
68,139264,-0.030515306,931,149,11.703783988952637,0.012854897,1.0772145986557007,-0.010060771479038522,0.109228515625,0.741773396730423,670,-7.466853845119476,0.00025,0.2,31.06027094721794
69,141312,-0.058834583,930,151,12.943437576293945,0.009078453,1.0776891708374023,-0.013086985138943418,0.087890625,0.5352828502655029,680,-7.464654195308685,0.00025,0.2,105.61673529148102
70,143360,0.21888666,930,154,13.655622482299805,0.026462793,1.0767165422439575,-0.008376850350759923,0.2017578125,0.7150101065635681,690,-7.46256375014782,0.00025,0.2,20.46464194059372
71,145408,0.23110351,931,156,11.325653076171875,0.016330762,1.0796136856079102,-0.00890208034470561,0.1142578125,0.6910438239574432,700,-7.467495048046112,0.00025,0.2,28.59293187856674
72,147456,0.36000198,931,158,14.147300720214844,0.017366406,1.0829774141311646,-0.004063976230099797,0.126611328125,0.804770439863205,710,-7.480626755952835,0.00025,0.2,20.306310617923735
73,149504,0.28329742,932,160,13.720998764038086,0.0119040245,1.0861685276031494,-0.012156230938853697,0.09453125,0.7498165965080261,720,-7.495727291703224,0.00025,0.2,29.233584040403365
74,151552,0.2259703,931,162,15.635965347290039,0.012078023,1.0901286602020264,-0.008848780425614678,0.104443359375,0.7360212504863739,730,-7.513410490751267,0.00025,0.2,34.4973361492157
75,153600,-0.01209804,932,164,5.013396263122559,0.014637424,1.0976371765136719,-0.006187546795990784,0.134375,0.7850967347621918,740,-7.5381626158952715,0.00025,0.2,16.141432431340217
76,155648,0.12238896,932,166,20.418458938598633,0.01988465,1.1005932092666626,-0.013282962137600407,0.16513671875,0.7233853042125702,750,-7.564164754748345,0.00025,0.2,29.488911598920822
77,157696,0.46673343,932,169,20.375322341918945,0.010968335,1.0990073680877686,-0.009606442382209934,0.1140625,0.7602596431970596,760,-7.565861049294472,0.00025,0.2,31.12186415195465
78,159744,-1.2789431,934,171,12.79318618774414,0.012643412,1.1000887155532837,-0.013199943263316527,0.112451171875,0.7558636665344238,770,-7.564965078234673,0.00025,0.2,33.03206570744514
79,161792,0.41714844,935,173,7.140896797180176,0.02058064,1.1031854152679443,-0.006868563467287458,0.16337890625,0.8068926483392715,780,-7.5731766521930695,0.00025,0.2,16.078079190850257
80,163840,0.3290614,935,175,50.503211975097656,0.008899827,1.1034858226776123,-0.007558524994237814,0.078076171875,0.5758671760559082,790,-7.57994473874569,0.00025,0.2,125.52726209163666
81,165888,0.20768853,935,177,14.607236862182617,0.016318649,1.1037721633911133,-0.012055767790297978,0.167431640625,0.8099633604288101,800,-7.581628215312958,0.00025,0.2,27.579066342115404
82,167936,0.6638832,935,179,13.56763744354248,0.013521193,1.1079790592193604,-0.012502431130269543,0.103515625,0.7629421949386597,810,-7.593247011303902,0.00025,0.2,40.13056931495667
83,169984,0.98660016,935,181,9.836209297180176,0.0144703975,1.1132720708847046,-0.012193318359641126,0.14658203125,0.8040236681699753,820,-7.611096179485321,0.00025,0.2,32.68774560689926
84,172032,0.31339177,936,183,11.227287292480469,0.013732275,1.1140927076339722,-0.008738462421752047,0.138232421875,0.8007915019989014,830,-7.627097043395042,0.00025,0.2,33.534055781364444
85,174080,-0.18034297,936,185,21.99901580810547,0.01999201,1.112404465675354,-0.0053605591994710265,0.18466796875,0.792026162147522,840,-7.626151570677758,0.00025,0.2,24.459245347976683
86,176128,2.0276427,936,188,12.205212593078613,0.013937058,1.1135635375976562,-0.008750618822523393,0.122216796875,0.8234954625368118,850,-7.626253476738929,0.00025,0.2,20.84264392852783
87,178176,-0.4430459,936,190,11.495905876159668,0.018428463,1.116827130317688,-0.006649444275535643,0.142724609375,0.7860913574695587,860,-7.635320320725441,0.00025,0.2,24.30214144587517
88,180224,-0.24615188,936,192,30.845399856567383,0.00916072,1.1144721508026123,-0.009129087030305526,0.06611328125,0.620989978313446,870,-7.637528976798057,0.00025,0.2,58.474839615821836
89,182272,-0.49362096,938,194,7.654992580413818,0.019613922,1.1166878938674927,-0.010451222182018683,0.149365234375,0.8149477690458298,880,-7.636442610621453,0.00025,0.2,25.82753657698631
90,184320,-0.22121486,928,198,14.465835571289062,0.014939779,1.1123732328414917,-0.010015204531373455,0.153564453125,0.7842816263437271,890,-7.631656914949417,0.00025,0.2,33.76339732408523
91,186368,-0.08464292,929,200,21.735042572021484,0.013756007,1.1157264709472656,-0.007955556976958178,0.12734375,0.737250953912735,900,-7.627152922749519,0.00025,0.2,23.171399384737015
92,188416,-2.2062254,930,202,8.548198699951172,0.02129711,1.1182364225387573,-0.00488292608933989,0.19248046875,0.8195469230413437,910,-7.646257445216179,0.00025,0.2,15.530994713306427
93,190464,0.17297305,932,204,8.72851848602295,0.019863222,1.121300458908081,-0.008745031990110874,0.170166015625,0.8387888222932816,920,-7.654152154922485,0.00025,0.2,18.198902595043183
94,192512,-0.15040155,932,206,9.604782104492188,0.014401445,1.1203768253326416,-0.0071791010981542055,0.120458984375,0.8142706900835037,930,-7.657085978984833,0.00025,0.2,29.365495771169662
95,194560,0.09502964,934,208,11.23479175567627,0.013260855,1.1189199686050415,-0.007764620948000811,0.14228515625,0.7912245839834213,940,-7.65720631480217,0.00025,0.2,30.181237709522247
96,196608,-0.02136779,935,210,10.84408187866211,0.02889765,1.1155864000320435,-0.0027188590436708184,0.219677734375,0.8152969032526016,950,-7.6439643740653995,0.00025,0.2,21.115707570314406
97,198656,0.12096941,936,212,7.301665306091309,0.024946155,1.1126619577407837,-0.001341581519227475,0.208251953125,0.7664095461368561,960,-7.629199057817459,0.00025,0.2,20.59559686779976
98,200704,-0.063643105,937,214,19.293752670288086,0.012897927,1.1156904697418213,-0.0082666031725239,0.1396484375,0.7117151021957397,970,-7.628427293896675,0.00025,0.2,30.49622812271118
99,202752,-0.04840092,938,215,7.8528971672058105,0.018005002,1.119608998298645,-0.007034191099228338,0.141357421875,0.7683082222938538,980,-7.646234771609306,0.00025,0.2,18.911987435817718
100,204800,0.0,939,218,9.263636589050293,0.017955754,1.1198294162750244,-0.006778729392681271,0.1865234375,0.7651616632938385,990,-7.653248810768128,0.00025,0.2,27.526334989070893
101,206848,0.17747878,939,220,15.820591926574707,0.015541429,1.1181585788726807,-0.006113373348489404,0.11552734375,0.7348894774913788,1000,-7.650309532880783,0.00025,0.2,46.45069555044174
102,208896,1.0803385,940,222,31.73036003112793,0.015056046,1.1199365854263306,-0.005716336949262768,0.112939453125,0.7038137912750244,1010,-7.651855233311653,0.00025,0.2,73.15330295562744
103,210944,-1.0443072,942,223,25.44017219543457,0.016977929,1.1239123344421387,-0.00965084049385041,0.143310546875,0.681117981672287,1020,-7.6639908164739605,0.00025,0.2,36.62867823839188
104,212992,-2.836889,943,225,6.778371334075928,0.024435356,1.1223825216293335,-0.00637270472216187,0.161474609375,0.7325102984905243,1030,-7.6672934085130695,0.00025,0.2,29.216391378641127
105,215040,-0.022518443,944,227,24.555822372436523,0.01654325,1.1245158910751343,-0.01145325860416051,0.1458984375,0.6457794606685638,1040,-7.66953389942646,0.00025,0.2,57.630548894405365
106,217088,0.41985446,944,229,9.166065216064453,0.018552901,1.1260932683944702,-0.005630697158630937,0.203515625,0.7790161222219467,1050,-7.678936344385147,0.00025,0.2,25.943682783842085
107,219136,-0.09721533,944,231,9.734932899475098,0.018595923,1.1276988983154297,-0.008680570690194145,0.181982421875,0.7798668295145035,1060,-7.685767534375191,0.00025,0.2,34.55205671787262
108,221184,0.029069526,945,233,77.14402770996094,0.022814251,1.1323473453521729,-0.010151949580176733,0.160693359375,0.7064386010169983,1070,-7.69904722571373,0.00025,0.2,92.91217497587203
109,223232,-1.1625719,946,235,8.268803596496582,0.01969553,1.1280231475830078,-0.006554223180864937,0.14248046875,0.8210753500461578,1080,-7.700549215078354,0.00025,0.2,29.53560987710953
110,225280,0.05096456,948,237,16.115446090698242,0.017312512,1.127288579940796,-0.00422077277326025,0.14306640625,0.8392045497894287,1090,-7.686012345552444,0.00025,0.2,29.64502356648445
111,227328,0.1274467,950,239,9.106361389160156,0.028177345,1.1294721364974976,-0.0026205341069726273,0.196728515625,0.8103617280721664,1100,-7.69252764582634,0.00025,0.2,26.99267897605896
112,229376,-0.11374856,951,241,11.664203643798828,0.019314393,1.13176691532135,-0.005540642808773555,0.183349609375,0.8070039302110672,1110,-7.701157575845718,0.00025,0.2,36.57301495075226
113,231424,0.023919176,952,242,14.069416046142578,0.02071352,1.1393704414367676,-0.0063746911095222455,0.15634765625,0.7527703046798706,1120,-7.721585091948509,0.00025,0.2,29.782341063022614
114,233472,-0.52276796,953,244,22.383893966674805,0.017700594,1.1346668004989624,-0.006561323269852437,0.150732421875,0.8312670886516571,1130,-7.7294849216938015,0.00025,0.2,27.394351387023924
115,235520,-0.100964196,954,246,13.295805931091309,0.024019107,1.133996605873108,-0.002894942366401665,0.177783203125,0.8165788650512695,1140,-7.719704282283783,0.00025,0.2,25.08102697134018
116,237568,0.0,954,248,16.43985366821289,0.024224263,1.1311814785003662,-0.010299141198629513,0.155419921875,0.7480890154838562,1150,-7.710470187664032,0.00025,0.2,37.40536588430405
117,239616,2.8928504,955,250,2.4950056076049805,0.035859637,1.1309995651245117,-0.00449860239168629,0.242529296875,0.8537347316741943,1160,-7.70346622467041,0.00025,0.2,19.548511070013046
118,241664,-0.53980833,955,252,32.91638946533203,0.020793565,1.1313350200653076,-0.009406348192715085,0.160986328125,0.7494097054004669,1170,-7.704697436094284,0.00025,0.2,35.171342104673386
119,243712,-2.2347841,957,254,23.306774139404297,0.020096177,1.12895667552948,-0.0066519162675831465,0.17626953125,0.7991240471601486,1180,-7.701707971096039,0.00025,0.2,31.603684079647063
120,245760,0.033384386,958,256,15.690608978271484,0.018304862,1.1271252632141113,-0.007934812325402163,0.15068359375,0.816693589091301,1190,-7.6897327452898026,0.00025,0.2,36.54829539060593
121,247808,-0.078415245,958,258,28.060409545898438,0.022180483,1.1316715478897095,-0.011912598277558573,0.1896484375,0.7824965119361877,1200,-7.695414066314697,0.00025,0.2,43.544835817813876
122,249856,-0.05504657,959,260,13.161422729492188,0.027430626,1.1323496103286743,-0.003225965102319606,0.213427734375,0.8331028372049332,1210,-7.707899022102356,0.00025,0.2,34.475617337226865
123,251904,-0.061606776,960,262,27.95138168334961,0.01598789,1.1328290700912476,-0.009498402016470208,0.09921875,0.7694375663995743,1220,-7.708604791760445,0.00025,0.2,69.54229701757431
124,253952,-0.14786899,960,264,12.815675735473633,0.020393763,1.1334083080291748,-0.005638019305479247,0.144189453125,0.8271374702453613,1230,-7.710764744877816,0.00025,0.2,36.19921032190323
125,256000,0.3281555,961,266,5.827655792236328,0.03652109,1.1367316246032715,-0.0032393590256106107,0.26611328125,0.8457207083702087,1240,-7.718668007850647,0.00025,0.2,23.314634639024735
126,258048,0.2526978,962,268,22.37587547302246,0.022747777,1.1425739526748657,-0.006142361406818964,0.1513671875,0.8335923701524734,1250,-7.740754771232605,0.00025,0.2,30.570343893766402
127,260096,4.451161,962,270,10.776522636413574,0.017734058,1.1522983312606812,-0.009298642758221832,0.131298828125,0.8317734748125076,1260,-7.774826967716217,0.00025,0.2,35.80489368438721
128,262144,3.6278334,963,272,41.12187576293945,0.020752233,1.1536962985992432,-0.005791774997487664,0.158154296875,0.8236850202083588,1270,-7.798401853442192,0.00025,0.2,45.52323957681656
129,264192,-0.296,964,274,22.353364944458008,0.01733711,1.1527647972106934,-0.005424127035075799,0.14609375,0.7846750169992447,1280,-7.7977223068475725,0.00025,0.2,51.88624970912933
130,266240,0.88842994,965,275,13.849026679992676,0.028517302,1.1527469158172607,-0.003732647247670684,0.1794921875,0.7966278642416,1290,-7.7963998198509215,0.00025,0.2,41.11136585474014
131,268288,-0.81593364,965,277,31.77704429626465,0.014517903,1.1547715663909912,-0.006059567144257016,0.1583984375,0.795775517821312,1300,-7.800246521830559,0.00025,0.2,36.81867765188217
132,270336,-1.2351731,966,279,24.08273696899414,0.01630743,1.1611524820327759,-0.008829988254001364,0.12197265625,0.8282396197319031,1310,-7.819802704453468,0.00025,0.2,38.46745592355728
133,272384,-1.328276,967,281,13.286345481872559,0.030400664,1.1663215160369873,-0.00022436031431425363,0.218896484375,0.8532009869813919,1320,-7.84365166425705,0.00025,0.2,22.540532279014588
134,274432,-3.269154,967,283,8.14841079711914,0.02220419,1.1673625707626343,-0.006674549385206774,0.203515625,0.8529482632875443,1330,-7.857925993204117,0.00025,0.2,20.958592814207076
135,276480,-0.058743063,956,288,10.787257194519043,0.020615246,1.172655701637268,-0.006738958711503073,0.186669921875,0.8400905430316925,1340,-7.870986104011536,0.00025,0.2,28.048767566680908
136,278528,0.8141173,957,290,6.760756492614746,0.022155035,1.1755764484405518,-0.0032514952516066844,0.1857421875,0.8575439602136612,1350,-7.886659607291222,0.00025,0.2,23.97848435640335
137,280576,0.50190675,958,292,7.267604827880859,0.02361957,1.172695517539978,-0.00917887362302281,0.17509765625,0.8349814563989639,1360,-7.888544195890427,0.00025,0.2,33.815092676877974
138,282624,-0.37263998,958,294,18.247995376586914,0.016178433,1.1750729084014893,-0.005055187923426274,0.1642578125,0.8323383778333664,1370,-7.886597791314125,0.00025,0.2,36.283578026294705
139,284672,-0.5943566,958,296,20.35039520263672,0.018143069,1.180154800415039,-0.006183018120646011,0.12021484375,0.7772112786769867,1380,-7.900814512372017,0.00025,0.2,61.53285466432571
140,286720,-2.0731175,959,298,14.86461067199707,0.014887714,1.180267333984375,-0.012694946577539667,0.1279296875,0.8115403056144714,1390,-7.914939865469933,0.00025,0.2,47.175823426246644
141,288768,-0.16115299,960,300,11.751644134521484,0.021793231,1.1823418140411377,-0.0076552630416699685,0.17001953125,0.8530756533145905,1400,-7.917505225539207,0.00025,0.2,36.96489940881729
142,290816,0.05071776,961,302,17.61629295349121,0.019936377,1.1836515665054321,-0.006297405925579369,0.17158203125,0.8194381445646286,1410,-7.925092679262161,0.00025,0.2,40.34661843776703
143,292864,-9.213748,962,304,71.25309753417969,0.018012518,1.185515284538269,-0.006820533180143684,0.147802734375,0.7345719039440155,1420,-7.931733256578445,0.00025,0.2,100.28338323831558
144,294912,-0.92786115,962,306,13.64823055267334,0.01910136,1.1889225244522095,-0.008824332614312879,0.15908203125,0.8509214073419571,1430,-7.940962225198746,0.00025,0.2,34.62719675302505
145,296960,-1.8536885,962,308,15.70104694366455,0.021816185,1.188434362411499,-0.007849489591899328,0.19296875,0.8967556357383728,1440,-7.950876092910766,0.00025,0.2,25.632783979177475
146,299008,-0.9223053,963,310,9.444685935974121,0.025955353,1.1891207695007324,-0.0061490028980188075,0.198193359375,0.9192542284727097,1450,-7.94980322420597,0.00025,0.2,18.15148333311081
147,301056,0.42831707,963,312,16.007171630859375,0.014466917,1.19083571434021,-0.00867260076047387,0.141748046875,0.8933512270450592,1460,-7.955026397109032,0.00025,0.2,27.767731261253356
148,303104,-1.8306628,964,314,10.080780982971191,0.022330368,1.1926580667495728,-0.008111812130664475,0.175732421875,0.8851681351661682,1470,-7.9650554895401005,0.00025,0.2,23.501456373929976
149,305152,4.0548444,965,316,7.984423637390137,0.027365334,1.1983505487442017,-0.006493346532806754,0.215673828125,0.8915483132004738,1480,-7.978201296925545,0.00025,0.2,25.060936307907106
